@T,table
Created,2018-05-10 13:38
Author,HortonMachine library
@H,timestamp,value_135,value_105,value_106,value_108,value_112,value_49,value_145,value_50,value_51,value_147,value_52,value_53,value_54,value_55,value_56
ID,,135,105,106,108,112,49,145,50,51,147,52,53,54,55,56
Type,Date,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double
Format,yyyy-MM-dd HH:mm,,,,,,,,,,,,,,,
,2008-01-01 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 08:00,254.18351140889428,82.34849903117812,159.4368182375885,38.43585386683482,0.0,233.93892570437814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,2008-01-01 09:00,430.02627123309884,235.9396780994728,346.72724100226765,0.0,485.83315861400035,417.32173359034425,0.0,223.05927659353324,239.42365199600363,0.0,608.0435713980345,0.0,316.6809566116766,0.0,0.0
,2008-01-01 10:00,479.05829196256707,356.56743515234115,465.6266182070608,98.77951279123886,691.1870156396664,488.96239473671056,0.0,353.5070905140868,390.07631313751074,0.0,757.474208468119,0.0,413.63559790206057,0.0,0.0
,2008-01-01 11:00,441.1409354853463,423.1078256885546,513.7286644001767,75.21224025446854,815.8244185219378,476.9232706224377,0.0,432.59267388004037,488.8116641450921,39.4252546974749,801.5717756105837,0.0,441.9067744762881,680.824103487816,0.0
,2008-01-01 12:00,336.3038371735079,427.4947287573067,490.50245387258406,19.524928709255253,850.4116191353074,395.00815378228555,109.68942417208423,449.43519220563206,521.5221646969063,56.93024769384572,751.0291673126887,0.0,404.4083065065037,676.561593852615,107.7990903387341
,2008-01-01 13:00,185.75520350418282,369.27158692118877,400.9412839030948,0.0,788.5894116000654,259.72612617762286,191.22715089291214,401.08103227009696,482.18275780207944,45.88869651838817,616.5914982963046,0.0,309.05999059885244,589.4756268548617,188.9999290706277
,2008-01-01 14:00,21.036029249996684,254.1317444539146,256.6529613222546,0.0,622.6592271879535,96.85378149634167,215.9636913466215,0.0,368.72882447712124,11.278823229156483,412.482117804893,0.0,171.78686677159268,424.33825027494254,212.75570830749945
,2008-01-01 15:00,0.0,97.88362376131046,0.0,0.0,324.48807522475926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.534014665784937,187.09162836664888,142.23943433280212
,2008-01-01 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
