@T,table
Created,2018-10-04 12:55
Author,HortonMachine library
@H,timestamp,value_1
ID,,1
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2016-06-15 00:00,22.751220891206017
,2016-06-15 01:00,31.24898969500129
,2016-06-15 02:00,26.612168883154233
,2016-06-15 03:00,28.747517200141562
,2016-06-15 04:00,27.388054112432897
,2016-06-15 05:00,55.096545498132244
,2016-06-15 06:00,108.0709782866157
,2016-06-15 07:00,156.0387059767503
,2016-06-15 08:00,213.34245111017452
,2016-06-15 09:00,258.9010354899766
,2016-06-15 10:00,315.73712507190515
,2016-06-15 11:00,337.9466512442445
,2016-06-15 12:00,342.79074226689875
,2016-06-15 13:00,292.4003548968015
,2016-06-15 14:00,274.77409400830476
,2016-06-15 15:00,182.77726432874832
,2016-06-15 16:00,172.02259515569247
,2016-06-15 17:00,189.77794827074686
,2016-06-15 18:00,157.91531522865284
,2016-06-15 19:00,121.23160889987851
,2016-06-15 20:00,90.6192512476929
,2016-06-15 21:00,90.51048156205279
,2016-06-15 22:00,83.28856313257393
,2016-06-15 23:00,63.616316622593494
,2016-06-16 00:00,47.200757680111025
,2016-06-16 01:00,38.23829443027533
,2016-06-16 02:00,41.09698015984068
,2016-06-16 03:00,26.612168883154233
,2016-06-16 04:00,44.36059553823416
,2016-06-16 05:00,57.66548975430972
,2016-06-16 06:00,76.82277258424584
,2016-06-16 07:00,98.13712138851031
,2016-06-16 08:00,194.1497811832431
,2016-06-16 09:00,236.80498663958085
,2016-06-16 10:00,299.41401710821583
,2016-06-16 11:00,335.5858807020094
,2016-06-16 12:00,350.13518921230883
,2016-06-16 13:00,346.7186802398455
,2016-06-16 14:00,318.60588483645955
,2016-06-16 15:00,312.2506103792417
,2016-06-16 16:00,234.70773448970533
,2016-06-16 17:00,182.48681322188952
,2016-06-16 18:00,156.7246450209889
,2016-06-16 19:00,86.82794585506149
,2016-06-16 20:00,60.8597674853194
,2016-06-16 21:00,55.28081946889433
,2016-06-16 22:00,152.83257192065702
,2016-06-16 23:00,128.2887029669442
,2016-06-17 00:00,113.65472196018102
,2016-06-17 01:00,90.03510741912007
,2016-06-17 02:00,109.42481566566795
,2016-06-17 03:00,109.20151341561915
,2016-06-17 04:00,93.62809924265963
,2016-06-17 05:00,131.1027335829512
,2016-06-17 06:00,179.10028972987865
,2016-06-17 07:00,213.59808385573365
,2016-06-17 08:00,247.14272675526777
,2016-06-17 09:00,295.3357209547671
,2016-06-17 10:00,331.82684497498207
,2016-06-17 11:00,330.31810819105425
,2016-06-17 12:00,356.06865179800013
,2016-06-17 13:00,352.52522362297447
,2016-06-17 14:00,336.0932683428916
,2016-06-17 15:00,311.6027138401608
,2016-06-17 16:00,281.7698484648376
,2016-06-17 17:00,239.83070468777095
,2016-06-17 18:00,194.16926096106917
,2016-06-17 19:00,138.17410751412226
,2016-06-17 20:00,111.49057352804374
,2016-06-17 21:00,81.53457211349158
,2016-06-17 22:00,79.29774145960107
,2016-06-17 23:00,66.82987556206673
,2016-06-18 00:00,57.76638946536561
,2016-06-18 01:00,56.42826900607813
,2016-06-18 02:00,51.62103526161283
,2016-06-18 03:00,26.612168883154233
,2016-06-18 04:00,50.12754179377637
,2016-06-18 05:00,76.0638001577326
,2016-06-18 06:00,132.3122160081729
,2016-06-18 07:00,191.00965444186124
,2016-06-18 08:00,234.4189356123854
,2016-06-18 09:00,274.61355205500234
,2016-06-18 10:00,311.3414045723623
,2016-06-18 11:00,301.31542029928147
,2016-06-18 12:00,322.8965505816095
,2016-06-18 13:00,321.230519997545
,2016-06-18 14:00,202.91449654466146
,2016-06-18 15:00,239.7892911199286
,2016-06-18 16:00,249.7111774684054
,2016-06-18 17:00,219.880378227483
,2016-06-18 18:00,169.42695467329534
,2016-06-18 19:00,95.3337427846939
,2016-06-18 20:00,63.17147392377763
,2016-06-18 21:00,47.584311558663344
,2016-06-18 22:00,42.2234315128157
,2016-06-18 23:00,42.774332409306325
,2016-06-19 00:00,51.13842114488447
,2016-06-19 01:00,52.16515128656501
,2016-06-19 02:00,47.861770290757406
,2016-06-19 03:00,26.612168883154233
,2016-06-19 04:00,50.577168870785556
,2016-06-19 05:00,61.80856760260725
,2016-06-19 06:00,64.29244755527671
,2016-06-19 07:00,58.01678096173155
,2016-06-19 08:00,46.391511346814454
,2016-06-19 09:00,44.015523225070034
,2016-06-19 10:00,60.36966563650364
,2016-06-19 11:00,63.143122889913194
,2016-06-19 12:00,66.08240887753097
,2016-06-19 13:00,108.57933422359442
,2016-06-19 14:00,250.05316148636888
,2016-06-19 15:00,206.90438855143043
,2016-06-19 16:00,192.40669079341032
,2016-06-19 17:00,153.73192099250116
,2016-06-19 18:00,100.69824188060996
,2016-06-19 19:00,67.61356541148683
,2016-06-19 20:00,54.93911384706294
,2016-06-19 21:00,38.0372265650889
,2016-06-19 22:00,38.038420257802855
,2016-06-19 23:00,29.78896486574284
,2016-06-20 00:00,32.6979147411891
,2016-06-20 01:00,33.410088819913994
,2016-06-20 02:00,26.612168883154233
,2016-06-20 03:00,36.69213950519548
,2016-06-20 04:00,40.0184729772541
,2016-06-20 05:00,57.90010497157115
,2016-06-20 06:00,113.78049046259623
,2016-06-20 07:00,129.4930570303243
,2016-06-20 08:00,235.86060156717565
,2016-06-20 09:00,264.5954380328911
,2016-06-20 10:00,289.05873010550937
,2016-06-20 11:00,278.90755033685826
,2016-06-20 12:00,336.6187725015962
,2016-06-20 13:00,335.9379725341702
,2016-06-20 14:00,310.08413713742254
,2016-06-20 15:00,331.6813212952185
,2016-06-20 16:00,278.18337905322505
,2016-06-20 17:00,258.1060475922684
,2016-06-20 18:00,211.34915208182898
,2016-06-20 19:00,134.43692755757854
,2016-06-20 20:00,103.49507456628132
,2016-06-20 21:00,82.48189672351178
,2016-06-20 22:00,72.82199070455792
,2016-06-20 23:00,58.28769680153309
,2016-06-21 00:00,52.251523576998196
,2016-06-21 01:00,47.38970448204229
,2016-06-21 02:00,40.34973993744489
,2016-06-21 03:00,45.7319413693692
,2016-06-21 04:00,46.869285137307976
,2016-06-21 05:00,74.56861568479367
,2016-06-21 06:00,110.66566504566899
